participant,trial_index,chart category,chart name,has dots,has median,jitter,group,response time (s),rating,location pvalue,spread pvalue,nonnormality pvalue,Kolmogorov-Smirnov distance,Wasserstein distance,Wasserstein spearman
P49c7f8cc96f5a,4,Bands,density bands 50-90-99,0,0,beeswarm,prolific,7.413,4,0.481787581990532,0.00025487846290817,0.32641428849409,0.22,0.440398293029872,0.467546802371811
P49c7f8cc96f5a,5,Box,box plot with dots,1,1,random,prolific,2.872,1,0.336365725963416,0.269106159294539,0.216099811403059,0.2,0.165360824742268,0.467546802371811
P49c7f8cc96f5a,6,Violin,violin plot with box,0,0,random,prolific,7.421,2,0.427913852659771,0.0246839934298675,0.597905466819184,0.18,0.265150976909414,0.467546802371811
P49c7f8cc96f5a,7,Violin,violin plot with box,0,0,beeswarm,prolific,7.477,2,0.404677333550466,0.291866836585918,0.208109644972783,0.14,0.183402489626556,0.467546802371811
P49c7f8cc96f5a,8,Bands,density bands 50-90-99,0,0,wilkinson,prolific,3.417,3,0.414304005851718,0.777557930172928,0.00048760210565606,0.16,0.233379310344828,0.467546802371811
P49c7f8cc96f5a,9,Dot,dot plot,1,0,random,prolific,2.913,1,0.616535399776714,0.0545259434986207,0.0558666874950427,0.18,0.186344410876133,0.467546802371811
P49c7f8cc96f5a,10,Dot,dot plot,1,0,wilkinson,prolific,2.94,4,0.856406570017243,0.0000991419208355993,0.00535410704819402,0.22,0.446219512195122,0.467546802371811
P49c7f8cc96f5a,11,Bands,density bands 50-90-99,0,0,random,prolific,4.175,3,0.856406570017243,0.0000991419208355993,0.00535410704819402,0.22,0.446219512195122,0.467546802371811
P49c7f8cc96f5a,12,Box,box plot with dots,1,1,random,prolific,5.313,2,0.149866257203224,0.253621698124894,0.0719047869638868,0.14,0.195625990491284,0.467546802371811
P49c7f8cc96f5a,13,Bands,density bands 50-90-99,0,0,density random,prolific,7.389,3,0.177326476755938,0.686853739945609,0.0472340583094523,0.16,0.193825503355705,0.467546802371811
P49c7f8cc96f5a,14,Violin,violin plot with median,0,1,density random,prolific,2.094,4,0.37188281065239,0.00459639236320131,0.0682061349861811,0.28,0.249296987087518,0.467546802371811
P49c7f8cc96f5a,15,Violin,violin plot,0,0,density random,prolific,2.536,2,0.0385722621289497,0.562100230270796,0.00622605649282546,0.2,0.351375464684015,0.467546802371811
P49c7f8cc96f5a,16,Bands,density bands 50-90-99,0,0,beeswarm,prolific,3.752,2,0.936006141381413,0.351161612351785,0.0372980335662908,0.16,0.134707903780069,0.467546802371811
P49c7f8cc96f5a,17,Violin,violin plot with median,0,1,random,prolific,2.507,4,0.414304005851718,0.777557930172928,0.00048760210565606,0.16,0.233379310344828,0.467546802371811
