participant,trial_index,chart category,chart name,has dots,has median,jitter,group,response time (s),rating,location pvalue,spread pvalue,nonnormality pvalue,Kolmogorov-Smirnov distance,Wasserstein distance,Wasserstein spearman
P0a3ce95a23e32,24,Dot,dot plot with median,1,1,density random,prolific,3.145,3,0.488735660109569,0.314693122169668,0.209833846161322,0.14,0.163976143141153,0.203789191731227
P0a3ce95a23e32,25,Violin,violin plot with box,0,0,random,prolific,2.201,2,0.00026845617741289,0.457679000797036,0.00485867330425723,0.32,0.60703933747412,0.203789191731227
P0a3ce95a23e32,26,Box,box plot,0,1,random,prolific,1.565,2,0.000000530322639358261,0.774532340860611,0.0569872042287787,0.46,0.619193324061196,0.203789191731227
P0a3ce95a23e32,27,Box,box plot,0,1,wilkinson,prolific,1.701,2,0.00026845617741289,0.457679000797036,0.00485867330425723,0.32,0.60703933747412,0.203789191731227
P0a3ce95a23e32,28,Violin,violin plot,0,0,random,prolific,5.269,3,0.69812244778061,0.000153760679720838,0.835457125531965,0.22,0.457727272727273,0.203789191731227
P0a3ce95a23e32,29,Violin,violin plot with median,0,1,random,prolific,4.051,2,0.581308433655413,0.00125007382223008,0.535971012838314,0.24,0.326332794830372,0.203789191731227
P0a3ce95a23e32,30,Bands,density bands 50-90-99,0,0,density random,prolific,1.991,2,0.753809232155063,0.0186236744072974,0.284836976853445,0.16,0.287206611570248,0.203789191731227
P0a3ce95a23e32,31,Box,box plot with dots,1,1,random,prolific,2.663,2,0.922944168162952,0.00605256833506096,0.290275090503969,0.24,0.225706051873199,0.203789191731227
P0a3ce95a23e32,32,Box,box plot with dots,1,1,random,prolific,2.765,2,0.00123036988701597,0.255560208158127,0.657117405950972,0.28,0.486700854700855,0.203789191731227
P0a3ce95a23e32,33,Bands,density bands 50-90-99,0,0,wilkinson,prolific,3.716,4,0.718471541667249,0.00000522957632265175,0.00026578368274558,0.3,0.272448979591837,0.203789191731227
P0a3ce95a23e32,34,Violin,violin plot with dots,1,0,density random,prolific,2.505,3,0.269103604918007,0.0155149088019269,0.123465727842962,0.26,0.27866028708134,0.203789191731227
P0a3ce95a23e32,35,Box,box plot,0,1,wilkinson,prolific,3.637,1,0.00216755132041246,0.819806807859334,0.222292123419165,0.28,0.455748613678373,0.203789191731227
P0a3ce95a23e32,36,Dot,dot plot with median,1,1,wilkinson,prolific,4.669,2,0.727785364138061,0.000673499067024519,0.256797323449764,0.18,0.398842443729903,0.203789191731227
P0a3ce95a23e32,37,Bands,density bands 50-90-99,0,0,density random,prolific,2.049,2,0.00000202564438045449,0.819806807859335,0.222292123419165,0.46,0.576374269005848,0.203789191731227
P0a3ce95a23e32,38,Violin,violin plot,0,0,density random,prolific,2.563,1,0.70368791718824,0.706313708169489,0.00759945951533968,0.16,0.182572614107884,0.203789191731227
P0a3ce95a23e32,39,Box,box plot,0,1,wilkinson,prolific,2.651,1,0.84086256987391,0.0270501241792656,0.59410963421485,0.12,0.22296918767507,0.203789191731227
P0a3ce95a23e32,40,Dot,dot plot,1,0,beeswarm,prolific,5.017,3,0.22718145325389,0.00000182702750817221,0.000311496919634102,0.32,0.285605700712589,0.203789191731227
P0a3ce95a23e32,41,Violin,violin plot,0,0,wilkinson,prolific,1.534,2,0.0114527438094403,0.678623016127611,0.0307213430335862,0.24,0.421267893660532,0.203789191731227
P0a3ce95a23e32,42,Violin,violin plot with box,0,0,beeswarm,prolific,1.209,2,0.00000152612903403515,0.0844657399342577,0.0650787325151639,0.46,0.773765765765766,0.203789191731227
P0a3ce95a23e32,43,Violin,violin plot with dots,1,0,beeswarm,prolific,6.094,2,0.727785364138061,0.000673499067024519,0.256797323449764,0.18,0.398842443729903,0.203789191731227
P0a3ce95a23e32,44,Violin,violin plot with dots,1,0,random,prolific,3.362,3,0.5282144322189,0.000250345203268942,0.00167157454260997,0.24,0.248671328671329,0.203789191731227
P0a3ce95a23e32,45,Bands,density bands 50-90-99,0,0,wilkinson,prolific,4.215,2,0.845163675103999,0.644901495933359,0.0166285143433787,0.16,0.209962264150943,0.203789191731227
P0a3ce95a23e32,46,Box,box plot with dots,1,1,density random,prolific,3.986,3,0.875588298504437,0.00000000680953915477289,0.000505078577024344,0.3,0.384077669902913,0.203789191731227
P0a3ce95a23e32,47,Box,box plot with dots,1,1,density random,prolific,4.341,3,0.408092431530086,0.000215925473842971,0.173897096268084,0.3,0.387024265644955,0.203789191731227
P0a3ce95a23e32,48,Box,box plot,0,1,wilkinson,prolific,4.202,1,0.642615340620687,0.47145715646297,0.00828726734673282,0.16,0.133965244865719,0.203789191731227
P0a3ce95a23e32,49,Dot,dot plot,1,0,random,prolific,2.572,1,0.496062248495182,0.000504645196953479,0.126187257971753,0.16,0.377777777777778,0.203789191731227
P0a3ce95a23e32,50,Box,box plot,0,1,wilkinson,prolific,4.253,1,0.819283156132365,0.0503691656522312,0.0174090648301542,0.18,0.167400468384075,0.203789191731227
P0a3ce95a23e32,51,Bands,density bands 50-90-99,0,0,density random,prolific,2.615,2,0.297626174967277,0.787833748289486,0.0416578643997067,0.12,0.15986798679868,0.203789191731227
P0a3ce95a23e32,52,Box,box plot,0,1,random,prolific,1.26,2,0.235041680006796,0.118895243892942,0.199439312560384,0.18,0.190729335494327,0.203789191731227
P0a3ce95a23e32,53,Dot,dot plot with median,1,1,random,prolific,2.683,1,0.967725866340915,0.059570671226407,0.0255634884394085,0.16,0.254099616858238,0.203789191731227
P0a3ce95a23e32,54,Violin,violin plot with box,0,0,random,prolific,1.462,1,0.235041680006796,0.118895243892942,0.199439312560384,0.18,0.190729335494327,0.203789191731227
P0a3ce95a23e32,55,Bands,density bands 50-90-99,0,0,wilkinson,prolific,1.445,1,0.556120481456438,0.349651257647101,0.561777816499042,0.12,0.157683741648107,0.203789191731227
P0a3ce95a23e32,56,Dot,dot plot with median,1,1,density random,prolific,4.4,2,0.0000111363339412307,0.5640168630834,0.596323399168504,0.48,0.611743666169896,0.203789191731227
P0a3ce95a23e32,57,Bands,density bands 50-90-99,0,0,random,prolific,1.475,1,0.00000203735419290751,0.859232393487247,0.597905466819184,0.48,0.655563636363637,0.203789191731227
P0a3ce95a23e32,58,Violin,violin plot with box,0,0,density random,prolific,1.027,2,0.84086256987391,0.0270501241792656,0.59410963421485,0.12,0.22296918767507,0.203789191731227
P0a3ce95a23e32,59,Box,box plot,0,1,beeswarm,prolific,2.988,1,0.824077130656041,0.893431270996278,0.227414066348939,0.14,0.105874125874126,0.203789191731227
P0a3ce95a23e32,60,Bands,density bands 50-90-99,0,0,random,prolific,2.232,3,0.563567542321237,0.00000264787656223398,0.0238588308686545,0.36,0.361638044914135,0.203789191731227
P0a3ce95a23e32,61,Dot,dot plot with median,1,1,beeswarm,prolific,5.697,4,0.154747644898323,0.928166908873001,0.00535410704819402,0.16,0.271011235955056,0.203789191731227
P0a3ce95a23e32,62,Violin,violin plot with box,0,0,beeswarm,prolific,1.188,3,0.0453891209228703,0.0453789623548555,0.0265516645339239,0.26,0.225801713586291,0.203789191731227
P0a3ce95a23e32,63,Bands,density bands 50-90-99,0,0,density random,prolific,3.649,1,0.0776346896359959,0.318680093073391,0.123600138603229,0.28,0.271936758893281,0.203789191731227
P0a3ce95a23e32,64,Violin,violin plot with box,0,0,beeswarm,prolific,3.209,2,0.000482898786408947,0.669057278703696,0.354431386167805,0.38,0.485990016638935,0.203789191731227
P0a3ce95a23e32,65,Dot,dot plot with median,1,1,wilkinson,prolific,1.635,3,0.0000537965826086229,0.53775561948738,0.0364158741053828,0.4,0.546091954022989,0.203789191731227
P0a3ce95a23e32,66,Violin,violin plot,0,0,random,prolific,2.016,3,0.664955697509875,0.00133365890969817,0.264557046303031,0.22,0.285194805194805,0.203789191731227
P0a3ce95a23e32,67,Box,box plot,0,1,wilkinson,prolific,1.396,1,0.649030251902646,0.368251479411294,0.419571402854535,0.12,0.121996007984032,0.203789191731227
P0a3ce95a23e32,68,Dot,dot plot with median,1,1,beeswarm,prolific,1.678,2,0.240369218987226,0.00098763860364115,0.00152159079202133,0.28,0.279431693989071,0.203789191731227
P0a3ce95a23e32,69,Dot,dot plot,1,0,random,prolific,4.552,2,0.811216710644882,0.210609452906602,0.124295909968767,0.08,0.146026871401152,0.203789191731227
P0a3ce95a23e32,70,Box,box plot with dots,1,1,density random,prolific,5.508,2,0.205315636178393,0.0105857419625002,0.0382628767852356,0.24,0.302877192982456,0.203789191731227
P0a3ce95a23e32,71,Violin,violin plot,0,0,random,prolific,1.865,2,0.811216710644882,0.210609452906602,0.124295909968767,0.08,0.146026871401152,0.203789191731227
P0a3ce95a23e32,72,Dot,dot plot,1,0,beeswarm,prolific,1.608,2,0.616535399776714,0.0545259434986207,0.0558666874950427,0.18,0.186344410876133,0.203789191731227
P0a3ce95a23e32,73,Violin,violin plot with dots,1,0,density random,prolific,1.776,3,0.295374652092612,0.00000000191986626596474,0.0000434058612656031,0.32,0.37656862745098,0.203789191731227
P0a3ce95a23e32,74,Bands,density bands 50-90-99,0,0,random,prolific,1.745,2,0.266286026438856,0.000185136190368196,0.0620016085187317,0.26,0.288511685116851,0.203789191731227
P0a3ce95a23e32,75,Bands,density bands 50-90-99,0,0,random,prolific,2.485,1,0.958850634059509,0.00208043524095825,0.246197520369138,0.2,0.363098106712565,0.203789191731227
P0a3ce95a23e32,76,Violin,violin plot,0,0,density random,prolific,2.524,3,0.195216156276698,0.000606756440640899,0.184079916898989,0.26,0.491221719457013,0.203789191731227
P0a3ce95a23e32,77,Box,box plot with dots,1,1,beeswarm,prolific,1.661,2,0.724335919474727,0.026768526920316,0.385960996665438,0.18,0.245432098765432,0.203789191731227
P0a3ce95a23e32,78,Dot,dot plot,1,0,random,prolific,2.45,1,0.412565097875443,0.0000203722115332816,0.108202840237014,0.22,0.342576687116564,0.203789191731227
P0a3ce95a23e32,79,Dot,dot plot,1,0,wilkinson,prolific,3.686,1,0.00000163883393811126,0.170604337201603,0.664352553412473,0.44,0.686772793053546,0.203789191731227
P0a3ce95a23e32,80,Box,box plot with dots,1,1,beeswarm,prolific,1.896,2,0.455140799829152,0.0275269304639219,0.368899887825827,0.22,0.269497206703911,0.203789191731227
P0a3ce95a23e32,81,Dot,dot plot with median,1,1,beeswarm,prolific,1.833,2,0.742197821814062,0.467742684040208,0.0775612227275166,0.14,0.126696832579186,0.203789191731227
P0a3ce95a23e32,82,Dot,dot plot with median,1,1,beeswarm,prolific,1.339,2,0.10868846276028,0.259972881852432,0.0442518450562647,0.26,0.231882160392799,0.203789191731227
P0a3ce95a23e32,83,Dot,dot plot,1,0,beeswarm,prolific,4.22,1,0.995211738208494,0.0169341335698483,0.414073369119111,0.2,0.182096505823627,0.203789191731227
P0a3ce95a23e32,84,Bands,density bands 50-90-99,0,0,density random,prolific,1.97,2,0.880972023739082,0.35316500630248,0.00000278652301323771,0.16,0.229248291571754,0.203789191731227
P0a3ce95a23e32,85,Box,box plot,0,1,density random,prolific,1.744,2,0.380400854468361,0.849517104915069,0.161300588284168,0.12,0.129591474245115,0.203789191731227
P0a3ce95a23e32,86,Violin,violin plot with dots,1,0,density random,prolific,2.476,2,0.0000319239346109335,0.170604337201603,0.664352553412473,0.38,0.523061224489796,0.203789191731227
P0a3ce95a23e32,87,Dot,dot plot,1,0,wilkinson,prolific,4.759,1,0.0131902224266909,0.562395914649892,0.701224306976141,0.28,0.359042357274402,0.203789191731227
P0a3ce95a23e32,88,Dot,dot plot,1,0,random,prolific,2.915,3,0.347599982011017,0.00160790642688768,0.534264943434623,0.2,0.414103343465045,0.203789191731227
P0a3ce95a23e32,89,Violin,violin plot with median,0,1,density random,prolific,1.815,3,0.347599982011017,0.00160790642688768,0.534264943434623,0.2,0.414103343465045,0.203789191731227
P0a3ce95a23e32,90,Dot,dot plot with median,1,1,random,prolific,3.325,1,0.581308433655413,0.00125007382223008,0.535971012838314,0.24,0.326332794830372,0.203789191731227
P0a3ce95a23e32,91,Violin,violin plot with dots,1,0,beeswarm,prolific,1.476,2,0.88750565220005,0.333101504589868,0.689099646703764,0.1,0.107563025210084,0.203789191731227
P0a3ce95a23e32,92,Bands,density bands 50-90-99,0,0,wilkinson,prolific,2.587,1,0.365016322235099,0.730706334284388,0.222697382130851,0.22,0.21534693877551,0.203789191731227
P0a3ce95a23e32,93,Bands,density bands 50-90-99,0,0,random,prolific,1.141,1,0.734369395763473,0.187228298161992,0.39830996232561,0.1,0.17424,0.203789191731227
P0a3ce95a23e32,94,Bands,density bands 50-90-99,0,0,wilkinson,prolific,1.191,1,0.000891480386456589,0.562100230270796,0.0062260564928252,0.32,0.63719587628866,0.203789191731227
P0a3ce95a23e32,95,Violin,violin plot with box,0,0,beeswarm,prolific,1.644,3,0.217449866771773,0.101037361640362,0.209696472951194,0.18,0.301100917431193,0.203789191731227
P0a3ce95a23e32,96,Bands,density bands 50-90-99,0,0,density random,prolific,1.818,1,0.130665959357189,0.641895670005382,0.43620260158131,0.16,0.231771428571429,0.203789191731227
P0a3ce95a23e32,97,Bands,density bands 50-90-99,0,0,beeswarm,prolific,0.898,1,0.217449866771773,0.101037361640362,0.209696472951194,0.18,0.301100917431193,0.203789191731227
P0a3ce95a23e32,98,Violin,violin plot with median,0,1,beeswarm,prolific,3.361,3,0.00000001288452033954,0.335687390255506,0.79225783513908,0.5,0.782830482115086,0.203789191731227
P0a3ce95a23e32,99,Bands,density bands 50-90-99,0,0,density random,prolific,1.94,2,0.816778071739301,0.00000882002394897441,0.000617152470165973,0.28,0.271880448318805,0.203789191731227
P0c5587734b9dd8,0,Box,box plot with dots,1,1,density random,prolific,,1,0.826096087034604,0.856092462974919,0.0000332533355397982,0.1,0.141705989110708,0.517063036090521
P0c5587734b9dd8,1,Dot,dot plot,1,0,beeswarm,prolific,,2,0.805111145556261,0.00539739711748943,0.00616161779545879,0.28,0.347336122733612,0.517063036090521
P0c5587734b9dd8,2,Box,box plot with dots,1,1,random,prolific,,3,0.174116227194566,0.00169305533494435,0.00858006981501659,0.28,0.216,0.517063036090521
P0c5587734b9dd8,3,Dot,dot plot,1,0,wilkinson,prolific,,1,0.407373035643871,0.503580046502938,0.00141057388001674,0.16,0.193893129770992,0.517063036090521
P0c5587734b9dd8,4,Violin,violin plot with box,0,0,beeswarm,prolific,,2,0.00000749231874652701,0.448241950170718,0.222697382130851,0.44,0.706379647749511,0.517063036090521
P0c5587734b9dd8,5,Violin,violin plot with median,0,1,density random,prolific,,4,0.290293871102984,0.0000471037009130981,0.201747596561183,0.24,0.389692532942899,0.517063036090521
P0c5587734b9dd8,6,Violin,violin plot with median,0,1,beeswarm,prolific,,3,0.000217637538763471,0.931267882302314,0.36713311893246,0.44,0.582057613168724,0.517063036090521
P0c5587734b9dd8,7,Box,box plot with dots,1,1,beeswarm,prolific,,3,0.891488445645311,0.14583342327862,0.219982096994346,0.18,0.147761674718196,0.517063036090521
P0c5587734b9dd8,8,Box,box plot with dots,1,1,random,prolific,,2,0.589394014149588,0.0000730593738342833,0.432722650293869,0.24,0.401208459214501,0.517063036090521
P0c5587734b9dd8,9,Dot,dot plot,1,0,beeswarm,prolific,,3,0.520402628196232,0.000561601965840541,0.00536066923161267,0.2,0.33554609929078,0.517063036090521
P0c5587734b9dd8,10,Violin,violin plot,0,0,wilkinson,prolific,,3,0.594291417674887,0.0133063569406928,0.309222698642259,0.22,0.210440677966102,0.517063036090521
P0c5587734b9dd8,11,Bands,density bands thirds,0,0,random,prolific,,3,0.000000199967390202005,0.85923239348725,0.597905466819184,0.48,0.68750430292599,0.517063036090521
P0c5587734b9dd8,12,Bands,density bands thirds,0,0,random,prolific,4.904,4,0.569192410445831,0.00000186123002854366,0.00377926926207079,0.28,0.314673123486683,0.517063036090521
P0c5587734b9dd8,13,Box,box plot with dots,1,1,density random,prolific,,2,0.199548223388269,0.0440069683677966,0.174892074666273,0.2,0.218170914542729,0.517063036090521
P0c5587734b9dd8,14,Dot,dot plot,1,0,wilkinson,prolific,9.246,2,0.667561149323225,0.233347687582669,0.0101004088117179,0.12,0.161679389312977,0.517063036090521
P0c5587734b9dd8,15,Bands,density bands thirds,0,0,density random,prolific,5.436,3,0.000000140958308580963,0.974040122723247,0.0641110304889601,0.54,0.645139664804469,0.517063036090521
P0c5587734b9dd8,16,Violin,violin plot with dots,1,0,wilkinson,prolific,,2,0.0461978604531599,0.103400280383231,0.0228722362152123,0.16,0.349830508474576,0.517063036090521
P0c5587734b9dd8,17,Violin,violin plot with dots,1,0,density random,prolific,4.259,2,0.243598287060968,0.108905963687819,0.0000386550111686155,0.12,0.229239766081871,0.517063036090521
P0c5587734b9dd8,18,Violin,violin plot,0,0,density random,prolific,3.216,4,0.565180612775489,0.00124576741005322,0.00485867330425723,0.22,0.379285714285714,0.517063036090521
P0c5587734b9dd8,19,Dot,dot plot with median,1,1,wilkinson,prolific,,3,0.486140323842134,0.000509743775142235,0.249999739245226,0.24,0.32572972972973,0.517063036090521
P0c5587734b9dd8,20,Dot,dot plot with median,1,1,wilkinson,prolific,9.238,3,0.337336897544373,0.141708329712269,0.00873557391906099,0.16,0.170031746031746,0.517063036090521
P0c5587734b9dd8,21,Dot,dot plot with median,1,1,wilkinson,prolific,8.238,3,0.00000749231874652701,0.448241950170718,0.222697382130851,0.44,0.706379647749511,0.517063036090521
P0c5587734b9dd8,22,Bands,density bands thirds,0,0,wilkinson,prolific,2.8,3,0.0000026310660610207,0.641895670005381,0.43620260158131,0.48,0.616594427244582,0.517063036090521
P0c5587734b9dd8,23,Dot,dot plot with median,1,1,beeswarm,prolific,5.982,3,0.0000000757999165656997,0.433824331880943,0.51860025274709,0.46,0.71202492211838,0.517063036090521
P0c5587734b9dd8,24,Dot,dot plot,1,0,wilkinson,prolific,6.054,2,0.0823871726157082,0.755059418259685,0.00110163660631132,0.22,0.342186234817814,0.517063036090521
P0c5587734b9dd8,25,Dot,dot plot with median,1,1,density random,prolific,5.274,2,0.235415215137935,0.214103838337534,0.100591752616638,0.22,0.188953687821612,0.517063036090521
P0c5587734b9dd8,26,Bands,density bands thirds,0,0,wilkinson,prolific,6.998,2,0.0891729902679725,0.555134178309587,0.122022445391034,0.26,0.284917431192661,0.517063036090521
P0c5587734b9dd8,27,Violin,violin plot with box,0,0,wilkinson,prolific,,2,0.00895273759093085,0.732688656418453,0.0238346978744762,0.32,0.437366255144033,0.517063036090521
P0c5587734b9dd8,28,Violin,violin plot,0,0,random,prolific,4.182,4,0.328847218195524,0.000000012402506355258,0.000100207128159561,0.36,0.374410774410775,0.517063036090521
P0c5587734b9dd8,29,Violin,violin plot with box,0,0,beeswarm,prolific,6.758,3,0.000000205153704024852,0.581642861142254,0.508094035356641,0.46,0.66322962962963,0.517063036090521
P0c5587734b9dd8,30,Box,box plot with dots,1,1,wilkinson,prolific,,3,0.854067216495737,0.0000001509863050142,0.0000552976787812031,0.32,0.307649122807018,0.517063036090521
P0c5587734b9dd8,31,Dot,dot plot with median,1,1,density random,prolific,4.362,2,0.942668636276142,0.00732635062838916,0.227414066348939,0.18,0.237286295793758,0.517063036090521
P0c5587734b9dd8,32,Bands,density bands thirds,0,0,density random,prolific,,2,0.00378161432762081,0.260530275404319,0.0052158064350515,0.3,0.571510791366907,0.517063036090521
P0c5587734b9dd8,33,Bands,density bands thirds,0,0,wilkinson,prolific,,3,0.805111145556261,0.00539739711748943,0.00616161779545879,0.28,0.347336122733612,0.517063036090521
P0c5587734b9dd8,34,Bands,density bands thirds,0,0,density random,prolific,5.868,2,0.68067907892456,0.255560208158128,0.657117405950972,0.12,0.143151326053042,0.517063036090521
P0c5587734b9dd8,35,Dot,dot plot with median,1,1,random,prolific,2.877,4,0.00000000139482492222953,0.976328644873897,0.543497264266948,0.56,0.752977099236641,0.517063036090521
P0c5587734b9dd8,36,Violin,violin plot with box,0,0,random,prolific,7.975,3,0.0000541563271365675,0.53775561948738,0.0364158741053828,0.38,0.683309352517986,0.517063036090521
P0c5587734b9dd8,37,Violin,violin plot,0,0,beeswarm,prolific,3.037,4,0.743049394408164,0.000000687789963427221,0.000132534898876789,0.28,0.339636363636364,0.517063036090521
P0c5587734b9dd8,38,Violin,violin plot with median,0,1,beeswarm,prolific,3.973,2,0.404971491085191,0.896733049162993,0.0307213430335862,0.14,0.164599589322382,0.517063036090521
P0c5587734b9dd8,39,Box,box plot with dots,1,1,beeswarm,prolific,4.125,2,0.698026355355421,0.798504740544824,0.000105931297407749,0.2,0.27362962962963,0.517063036090521
P0c5587734b9dd8,40,Dot,dot plot,1,0,beeswarm,prolific,5.645,2,0.857152854147372,0.228964675241041,0.0122038311839957,0.16,0.166829268292683,0.517063036090521
P0c5587734b9dd8,41,Bands,density bands thirds,0,0,random,prolific,7.033,3,0.571989945040616,0.000288682893493153,0.0263908807110884,0.26,0.267414330218069,0.517063036090521
P0c5587734b9dd8,42,Bands,density bands thirds,0,0,wilkinson,prolific,,3,0.371976400914206,0.636257534164342,0.32641428849409,0.18,0.185415162454874,0.517063036090521
P0c5587734b9dd8,43,Dot,dot plot,1,0,wilkinson,prolific,,2,0.481620043522335,0.548217958459645,0.0178725105305195,0.18,0.228828828828829,0.517063036090521
P0c5587734b9dd8,44,Violin,violin plot with dots,1,0,random,prolific,8.693,4,0.489893856154447,0.0000483915269280377,0.245896149312214,0.28,0.676901408450705,0.517063036090521
P0c5587734b9dd8,45,Box,box plot with dots,1,1,random,prolific,4.876,1,0.706827737492293,0.725958491502786,0.00520941343906212,0.14,0.148661417322835,0.517063036090521
P0c5587734b9dd8,46,Bands,density bands thirds,0,0,wilkinson,prolific,4.493,3,0.00000680428560140278,0.962749251649221,0.539401140009602,0.4,0.560890125173852,0.517063036090521
P0c5587734b9dd8,47,Dot,dot plot with median,1,1,beeswarm,prolific,8.237,4,0.541958968544156,0.0000000491766170007679,0.0000000530248208516532,0.38,0.283251714005877,0.517063036090521
P0c5587734b9dd8,48,Box,box plot with dots,1,1,beeswarm,prolific,,3,0.017497699382965,0.732688656418454,0.0238346978744762,0.32,0.344492753623188,0.517063036090521
P0c5587734b9dd8,49,Box,box plot with dots,1,1,random,prolific,8.91,1,0.852286082403107,0.320228346767747,0.0559215742834582,0.16,0.106627565982405,0.517063036090521
P0c5587734b9dd8,50,Violin,violin plot with median,0,1,density random,prolific,5.252,3,0.691126450137592,0.665513875358972,0.000156502105559859,0.14,0.182171799027553,0.517063036090521
P0c5587734b9dd8,51,Bands,density bands thirds,0,0,random,prolific,2.571,2,0.624859668669158,0.62303918143176,0.194495678875807,0.1,0.156814988290398,0.517063036090521
P0c5587734b9dd8,52,Violin,violin plot,0,0,beeswarm,prolific,,2,0.797104532283548,0.35981858385589,0.209940688855706,0.14,0.116450331125828,0.517063036090521
P0c5587734b9dd8,53,Dot,dot plot with median,1,1,random,prolific,7.06,2,0.0946645841176506,0.653675100427202,0.000546090398811483,0.14,0.310663615560641,0.517063036090521
P0c5587734b9dd8,54,Violin,violin plot with median,0,1,wilkinson,prolific,6.03,3,0.942668636276142,0.00732635062838916,0.227414066348939,0.18,0.237286295793758,0.517063036090521
P0c5587734b9dd8,55,Box,box plot with dots,1,1,density random,prolific,8.005,2,0.109557239995195,0.429861416774109,0.0777109718934654,0.16,0.245882352941176,0.517063036090521
P0c5587734b9dd8,56,Box,box plot with dots,1,1,density random,prolific,3.708,2,0.859601012000311,0.822344863606249,0.59410963421485,0.1,0.0979967159277504,0.517063036090521
P0c5587734b9dd8,57,Box,box plot with dots,1,1,beeswarm,prolific,4.887,3,0.00000431697264846598,0.333101504589868,0.68909964670374,0.4,0.651383399209486,0.517063036090521
P0c5587734b9dd8,58,Violin,violin plot with dots,1,0,beeswarm,prolific,,4,0.698026355355421,0.798504740544824,0.000105931297407749,0.2,0.27362962962963,0.517063036090521
P0c5587734b9dd8,59,Bands,density bands thirds,0,0,beeswarm,prolific,3.492,4,0.598939641769744,0.000000176921678196607,0.00347392189802543,0.26,0.352646121147715,0.517063036090521
P0c5587734b9dd8,60,Box,box plot with dots,1,1,beeswarm,prolific,,2,0.944148164389847,0.270461597416954,0.0650787325151639,0.14,0.15049504950495,0.517063036090521
P0c5587734b9dd8,61,Violin,violin plot,0,0,random,prolific,8.845,3,0.443347187708399,0.016113942642682,0.0196515107678216,0.24,0.187206477732793,0.517063036090521
P0c5587734b9dd8,62,Dot,dot plot with median,1,1,density random,prolific,,4,0.0000134348148495,0.333101504589868,0.689099646703764,0.44,0.557271095152603,0.517063036090521
P0c5587734b9dd8,63,Bands,density bands thirds,0,0,wilkinson,prolific,,4,0.00000000222600560206843,0.819806807859336,0.222292123419165,0.54,0.711258644536653,0.517063036090521
P0c5587734b9dd8,64,Bands,density bands thirds,0,0,density random,prolific,,3,0.336365725963416,0.269106159294539,0.216099811403059,0.2,0.165360824742268,0.517063036090521
P0c5587734b9dd8,65,Bands,density bands thirds,0,0,random,prolific,,1,0.859601012000311,0.822344863606249,0.59410963421485,0.1,0.0979967159277504,0.517063036090521
P0c5587734b9dd8,66,Dot,dot plot,1,0,density random,prolific,8.291,2,0.458406278256065,0.0000306165753636289,0.000563721865457301,0.3,0.24689138576779,0.517063036090521
P0c5587734b9dd8,67,Box,box plot with dots,1,1,beeswarm,prolific,5.438,4,0.79357517815668,3.19100301737762e-11,0.0000126893204157676,0.32,0.399516129032258,0.517063036090521
P0c5587734b9dd8,68,Box,box plot with dots,1,1,random,prolific,6.829,3,0.561999843015696,0.0000117816870366383,0.33352180062434,0.24,0.56129659643436,0.517063036090521
P0c5587734b9dd8,69,Box,box plot with dots,1,1,density random,prolific,3.996,1,0.856983095105046,0.1562337011677,0.194174755399689,0.12,0.189040139616056,0.517063036090521
P0c5587734b9dd8,70,Bands,density bands thirds,0,0,random,prolific,6.778,3,0.568203049115571,0.00317549892576641,0.306354855599399,0.22,0.233341375150784,0.517063036090521
P0c5587734b9dd8,71,Box,box plot with dots,1,1,wilkinson,prolific,5.87,2,0.258026561170369,0.540860533255042,0.184079916898989,0.16,0.22370709382151,0.517063036090521
P0c5587734b9dd8,72,Box,box plot with dots,1,1,wilkinson,prolific,,3,0.684830848001813,0.000658656543888414,0.123600138603229,0.22,0.319205298013245,0.517063036090521
P0c5587734b9dd8,73,Bands,density bands thirds,0,0,random,prolific,3.081,3,0.682326908206778,0.00246647698138114,0.476742638114955,0.18,0.307692307692308,0.517063036090521
P0c5587734b9dd8,74,Bands,density bands thirds,0,0,density random,prolific,3.683,1,0.0946645841176506,0.653675100427202,0.000546090398811483,0.14,0.310663615560641,0.517063036090521
P0c5587734b9dd8,75,Violin,violin plot with median,0,1,density random,prolific,2.63,4,0.0688407476457003,9.21935860986878e-11,0.00000359962100701076,0.38,0.366320166320166,0.517063036090521
P0c5587734b9dd8,76,Dot,dot plot with median,1,1,beeswarm,prolific,7.687,2,0.336365725963416,0.269106159294539,0.216099811403059,0.2,0.165360824742268,0.517063036090521
P0c5587734b9dd8,77,Violin,violin plot with median,0,1,wilkinson,prolific,2.117,4,0.453918386254686,0.000224134047572377,0.032171662864828,0.3,0.277770491803279,0.517063036090521
P0c5587734b9dd8,78,Box,box plot with dots,1,1,beeswarm,prolific,,2,0.182214076846098,0.334178491109939,0.00032753808099286,0.18,0.19916532905297,0.517063036090521
P0c5587734b9dd8,79,Violin,violin plot with box,0,0,beeswarm,prolific,9.166,4,0.668028435714819,0.00000000456483428834531,0.0000444184005074818,0.32,0.345392781316348,0.517063036090521
P0c5587734b9dd8,80,Dot,dot plot,1,0,wilkinson,prolific,,3,0.594426078659559,0.372146041646259,0.124916786993531,0.18,0.200278745644599,0.517063036090521
P0c5587734b9dd8,81,Violin,violin plot with box,0,0,wilkinson,prolific,,3,0.270969996476147,0.699946301332311,0.414073369119111,0.16,0.212125984251968,0.517063036090521
